C:\Data\IMG\center_2022_03_04_22_40_53_776.jpg; C:\Data\IMG\left_2022_03_04_22_40_53_776.jpg; C:\Data\IMG\right_2022_03_04_22_40_53_776.jpg;0;0;0;7,94E+01
C:\Data\IMG\center_2022_03_04_22_40_53_879.jpg; C:\Data\IMG\left_2022_03_04_22_40_53_879.jpg; C:\Data\IMG\right_2022_03_04_22_40_53_879.jpg;0;0;0;7,81E+01
C:\Data\IMG\center_2022_03_04_22_40_53_986.jpg; C:\Data\IMG\left_2022_03_04_22_40_53_986.jpg; C:\Data\IMG\right_2022_03_04_22_40_53_986.jpg;0;0;0;7,83E+01
C:\Data\IMG\center_2022_03_04_22_40_54_089.jpg; C:\Data\IMG\left_2022_03_04_22_40_54_089.jpg; C:\Data\IMG\right_2022_03_04_22_40_54_089.jpg;0;0;0;8,02E+01
C:\Data\IMG\center_2022_03_04_22_40_54_190.jpg; C:\Data\IMG\left_2022_03_04_22_40_54_190.jpg; C:\Data\IMG\right_2022_03_04_22_40_54_190.jpg;0;0;0;8,08E+01
C:\Data\IMG\center_2022_03_04_22_40_54_297.jpg; C:\Data\IMG\left_2022_03_04_22_40_54_297.jpg; C:\Data\IMG\right_2022_03_04_22_40_54_297.jpg;0;0;0;8,00E+01
C:\Data\IMG\center_2022_03_04_22_40_54_397.jpg; C:\Data\IMG\left_2022_03_04_22_40_54_397.jpg; C:\Data\IMG\right_2022_03_04_22_40_54_397.jpg;0;0;0;7,82E+01
C:\Data\IMG\center_2022_03_04_22_40_54_502.jpg; C:\Data\IMG\left_2022_03_04_22_40_54_502.jpg; C:\Data\IMG\right_2022_03_04_22_40_54_502.jpg;0;0;0;7,96E+01
C:\Data\IMG\center_2022_03_04_22_40_54_604.jpg; C:\Data\IMG\left_2022_03_04_22_40_54_604.jpg; C:\Data\IMG\right_2022_03_04_22_40_54_604.jpg;0;0;0;8,03E+01
C:\Data\IMG\center_2022_03_04_22_40_54_705.jpg; C:\Data\IMG\left_2022_03_04_22_40_54_705.jpg; C:\Data\IMG\right_2022_03_04_22_40_54_705.jpg;0;0;0;7,80E+01
C:\Data\IMG\center_2022_03_04_22_40_54_808.jpg; C:\Data\IMG\left_2022_03_04_22_40_54_808.jpg; C:\Data\IMG\right_2022_03_04_22_40_54_808.jpg;0;0;0;7,88E+01
C:\Data\IMG\center_2022_03_04_22_40_54_915.jpg; C:\Data\IMG\left_2022_03_04_22_40_54_915.jpg; C:\Data\IMG\right_2022_03_04_22_40_54_915.jpg;0;0;0;7,80E+01
C:\Data\IMG\center_2022_03_04_22_40_55_019.jpg; C:\Data\IMG\left_2022_03_04_22_40_55_019.jpg; C:\Data\IMG\right_2022_03_04_22_40_55_019.jpg;0;0;0;7,82E+01
C:\Data\IMG\center_2022_03_04_22_40_55_121.jpg; C:\Data\IMG\left_2022_03_04_22_40_55_121.jpg; C:\Data\IMG\right_2022_03_04_22_40_55_121.jpg;0;0;0;7,81E+01
C:\Data\IMG\center_2022_03_04_22_40_55_220.jpg; C:\Data\IMG\left_2022_03_04_22_40_55_220.jpg; C:\Data\IMG\right_2022_03_04_22_40_55_220.jpg;0;0;0;8,05E+01
C:\Data\IMG\center_2022_03_04_22_40_55_321.jpg; C:\Data\IMG\left_2022_03_04_22_40_55_321.jpg; C:\Data\IMG\right_2022_03_04_22_40_55_321.jpg;0;0;0;7,82E+01
C:\Data\IMG\center_2022_03_04_22_40_55_421.jpg; C:\Data\IMG\left_2022_03_04_22_40_55_421.jpg; C:\Data\IMG\right_2022_03_04_22_40_55_421.jpg;0;0;0;7,93E+01
C:\Data\IMG\center_2022_03_04_22_40_55_522.jpg; C:\Data\IMG\left_2022_03_04_22_40_55_522.jpg; C:\Data\IMG\right_2022_03_04_22_40_55_522.jpg;0;0;0;8,11E+01
C:\Data\IMG\center_2022_03_04_22_40_55_623.jpg; C:\Data\IMG\left_2022_03_04_22_40_55_623.jpg; C:\Data\IMG\right_2022_03_04_22_40_55_623.jpg;0;0;0;8,23E+01
C:\Data\IMG\center_2022_03_04_22_40_55_726.jpg; C:\Data\IMG\left_2022_03_04_22_40_55_726.jpg; C:\Data\IMG\right_2022_03_04_22_40_55_726.jpg;0;0;0;7,83E+01
C:\Data\IMG\center_2022_03_04_22_40_55_828.jpg; C:\Data\IMG\left_2022_03_04_22_40_55_828.jpg; C:\Data\IMG\right_2022_03_04_22_40_55_828.jpg;0;0;0;7,83E+01
C:\Data\IMG\center_2022_03_04_22_40_55_929.jpg; C:\Data\IMG\left_2022_03_04_22_40_55_929.jpg; C:\Data\IMG\right_2022_03_04_22_40_55_929.jpg;0;0;0;7,82E+01
C:\Data\IMG\center_2022_03_04_22_40_56_031.jpg; C:\Data\IMG\left_2022_03_04_22_40_56_031.jpg; C:\Data\IMG\right_2022_03_04_22_40_56_031.jpg;0;0;0;7,83E+01
C:\Data\IMG\center_2022_03_04_22_40_56_133.jpg; C:\Data\IMG\left_2022_03_04_22_40_56_133.jpg; C:\Data\IMG\right_2022_03_04_22_40_56_133.jpg;0;0;0;7,90E+01
C:\Data\IMG\center_2022_03_04_22_40_56_233.jpg; C:\Data\IMG\left_2022_03_04_22_40_56_233.jpg; C:\Data\IMG\right_2022_03_04_22_40_56_233.jpg;0;0;0;7,83E+01
C:\Data\IMG\center_2022_03_04_22_40_56_343.jpg; C:\Data\IMG\left_2022_03_04_22_40_56_343.jpg; C:\Data\IMG\right_2022_03_04_22_40_56_343.jpg;0;0;0;7,96E+01
C:\Data\IMG\center_2022_03_04_22_40_56_447.jpg; C:\Data\IMG\left_2022_03_04_22_40_56_447.jpg; C:\Data\IMG\right_2022_03_04_22_40_56_447.jpg;0; 0.1727667;0; 0.1744165
C:\Data\IMG\center_2022_03_04_22_40_56_548.jpg; C:\Data\IMG\left_2022_03_04_22_40_56_548.jpg; C:\Data\IMG\right_2022_03_04_22_40_56_548.jpg;0;0;0; 0.2112249
C:\Data\IMG\center_2022_03_04_22_40_56_650.jpg; C:\Data\IMG\left_2022_03_04_22_40_56_650.jpg; C:\Data\IMG\right_2022_03_04_22_40_56_650.jpg;0;0;0; 0.2082377
C:\Data\IMG\center_2022_03_04_22_40_56_757.jpg; C:\Data\IMG\left_2022_03_04_22_40_56_757.jpg; C:\Data\IMG\right_2022_03_04_22_40_56_757.jpg;0;0;0; 0.2057783
C:\Data\IMG\center_2022_03_04_22_40_56_860.jpg; C:\Data\IMG\left_2022_03_04_22_40_56_860.jpg; C:\Data\IMG\right_2022_03_04_22_40_56_860.jpg; -0.2465037; 0.0646071;0; 0.2316378
C:\Data\IMG\center_2022_03_04_22_40_56_962.jpg; C:\Data\IMG\left_2022_03_04_22_40_56_962.jpg; C:\Data\IMG\right_2022_03_04_22_40_56_962.jpg;0; 0.3549738;0; 0.4852481
C:\Data\IMG\center_2022_03_04_22_40_57_065.jpg; C:\Data\IMG\left_2022_03_04_22_40_57_065.jpg; C:\Data\IMG\right_2022_03_04_22_40_57_065.jpg;0; 0.6594018;0;1.106.507
C:\Data\IMG\center_2022_03_04_22_40_57_165.jpg; C:\Data\IMG\left_2022_03_04_22_40_57_165.jpg; C:\Data\IMG\right_2022_03_04_22_40_57_165.jpg;0; 0.9580035;0;2.158.626
C:\Data\IMG\center_2022_03_04_22_40_57_267.jpg; C:\Data\IMG\left_2022_03_04_22_40_57_267.jpg; C:\Data\IMG\right_2022_03_04_22_40_57_267.jpg;0;1;0;3.340.965
C:\Data\IMG\center_2022_03_04_22_40_57_370.jpg; C:\Data\IMG\left_2022_03_04_22_40_57_370.jpg; C:\Data\IMG\right_2022_03_04_22_40_57_370.jpg; -0.3291261;1;0;4.731.521
C:\Data\IMG\center_2022_03_04_22_40_57_472.jpg; C:\Data\IMG\left_2022_03_04_22_40_57_472.jpg; C:\Data\IMG\right_2022_03_04_22_40_57_472.jpg; -0.02166028;1;0;5.889.038
C:\Data\IMG\center_2022_03_04_22_40_57_576.jpg; C:\Data\IMG\left_2022_03_04_22_40_57_576.jpg; C:\Data\IMG\right_2022_03_04_22_40_57_576.jpg; -0.0858447;1;0;7.034.025
C:\Data\IMG\center_2022_03_04_22_40_57_678.jpg; C:\Data\IMG\left_2022_03_04_22_40_57_678.jpg; C:\Data\IMG\right_2022_03_04_22_40_57_678.jpg; -0.2227461;1;0;8.149.818
C:\Data\IMG\center_2022_03_04_22_40_57_781.jpg; C:\Data\IMG\left_2022_03_04_22_40_57_781.jpg; C:\Data\IMG\right_2022_03_04_22_40_57_781.jpg;0;1;0;9.272.366
C:\Data\IMG\center_2022_03_04_22_40_57_884.jpg; C:\Data\IMG\left_2022_03_04_22_40_57_884.jpg; C:\Data\IMG\right_2022_03_04_22_40_57_884.jpg; -0.1003053;1;0;1.038.458
C:\Data\IMG\center_2022_03_04_22_40_57_986.jpg; C:\Data\IMG\left_2022_03_04_22_40_57_986.jpg; C:\Data\IMG\right_2022_03_04_22_40_57_986.jpg; -0.4063509;1;0;1.153.344
C:\Data\IMG\center_2022_03_04_22_40_58_089.jpg; C:\Data\IMG\left_2022_03_04_22_40_58_089.jpg; C:\Data\IMG\right_2022_03_04_22_40_58_089.jpg; -0.1387113;1;0;1.282.689
C:\Data\IMG\center_2022_03_04_22_40_58_191.jpg; C:\Data\IMG\left_2022_03_04_22_40_58_191.jpg; C:\Data\IMG\right_2022_03_04_22_40_58_191.jpg; -0.1195623;1;0;1.376.389
C:\Data\IMG\center_2022_03_04_22_40_58_292.jpg; C:\Data\IMG\left_2022_03_04_22_40_58_292.jpg; C:\Data\IMG\right_2022_03_04_22_40_58_292.jpg; -0.3754041;1;0;148.715
C:\Data\IMG\center_2022_03_04_22_40_58_394.jpg; C:\Data\IMG\left_2022_03_04_22_40_58_394.jpg; C:\Data\IMG\right_2022_03_04_22_40_58_394.jpg; -0.06690419;1;0;1.583.292
C:\Data\IMG\center_2022_03_04_22_40_58_497.jpg; C:\Data\IMG\left_2022_03_04_22_40_58_497.jpg; C:\Data\IMG\right_2022_03_04_22_40_58_497.jpg; -0.1017057;1;0;1.694.991
C:\Data\IMG\center_2022_03_04_22_40_58_602.jpg; C:\Data\IMG\left_2022_03_04_22_40_58_602.jpg; C:\Data\IMG\right_2022_03_04_22_40_58_602.jpg; -0.4157874;1;0;1.789.674
C:\Data\IMG\center_2022_03_04_22_40_58_707.jpg; C:\Data\IMG\left_2022_03_04_22_40_58_707.jpg; C:\Data\IMG\right_2022_03_04_22_40_58_707.jpg; -0.1643094;1;0;1.893.104
C:\Data\IMG\center_2022_03_04_22_40_58_811.jpg; C:\Data\IMG\left_2022_03_04_22_40_58_811.jpg; C:\Data\IMG\right_2022_03_04_22_40_58_811.jpg;0;1;0;2.014.422
C:\Data\IMG\center_2022_03_04_22_40_58_916.jpg; C:\Data\IMG\left_2022_03_04_22_40_58_916.jpg; C:\Data\IMG\right_2022_03_04_22_40_58_916.jpg; -0.3152007;1;0;2.109.819
C:\Data\IMG\center_2022_03_04_22_40_59_017.jpg; C:\Data\IMG\left_2022_03_04_22_40_59_017.jpg; C:\Data\IMG\right_2022_03_04_22_40_59_017.jpg; -0.03413311;1;0;2.210.385
C:\Data\IMG\center_2022_03_04_22_40_59_122.jpg; C:\Data\IMG\left_2022_03_04_22_40_59_122.jpg; C:\Data\IMG\right_2022_03_04_22_40_59_122.jpg; -0.02337;1;0;2.307.457
C:\Data\IMG\center_2022_03_04_22_40_59_229.jpg; C:\Data\IMG\left_2022_03_04_22_40_59_229.jpg; C:\Data\IMG\right_2022_03_04_22_40_59_229.jpg; -0.3843789;1;0;2.417.661
C:\Data\IMG\center_2022_03_04_22_40_59_334.jpg; C:\Data\IMG\left_2022_03_04_22_40_59_334.jpg; C:\Data\IMG\right_2022_03_04_22_40_59_334.jpg; -0.0681507;1;0;2.513.188
C:\Data\IMG\center_2022_03_04_22_40_59_436.jpg; C:\Data\IMG\left_2022_03_04_22_40_59_436.jpg; C:\Data\IMG\right_2022_03_04_22_40_59_436.jpg;0;1;0;2.607.738
C:\Data\IMG\center_2022_03_04_22_40_59_537.jpg; C:\Data\IMG\left_2022_03_04_22_40_59_537.jpg; C:\Data\IMG\right_2022_03_04_22_40_59_537.jpg; -0.2803503;1;0;2.699.564
C:\Data\IMG\center_2022_03_04_22_40_59_640.jpg; C:\Data\IMG\left_2022_03_04_22_40_59_640.jpg; C:\Data\IMG\right_2022_03_04_22_40_59_640.jpg; -0.3183549; 0.8875426;0;278.061
C:\Data\IMG\center_2022_03_04_22_40_59_743.jpg; C:\Data\IMG\left_2022_03_04_22_40_59_743.jpg; C:\Data\IMG\right_2022_03_04_22_40_59_743.jpg; -0.01224991; 0.5814376;0;2.842.482
C:\Data\IMG\center_2022_03_04_22_40_59_850.jpg; C:\Data\IMG\left_2022_03_04_22_40_59_850.jpg; C:\Data\IMG\right_2022_03_04_22_40_59_850.jpg;0; 0.235513;0;2.865.858
C:\Data\IMG\center_2022_03_04_22_40_59_953.jpg; C:\Data\IMG\left_2022_03_04_22_40_59_953.jpg; C:\Data\IMG\right_2022_03_04_22_40_59_953.jpg; -0.1116669;0;0;2.847.893
C:\Data\IMG\center_2022_03_04_22_41_00_059.jpg; C:\Data\IMG\left_2022_03_04_22_41_00_059.jpg; C:\Data\IMG\right_2022_03_04_22_41_00_059.jpg;0;0;0;2.819.269
C:\Data\IMG\center_2022_03_04_22_41_00_163.jpg; C:\Data\IMG\left_2022_03_04_22_41_00_163.jpg; C:\Data\IMG\right_2022_03_04_22_41_00_163.jpg;0;0;0;2.790.953
C:\Data\IMG\center_2022_03_04_22_41_00_272.jpg; C:\Data\IMG\left_2022_03_04_22_41_00_272.jpg; C:\Data\IMG\right_2022_03_04_22_41_00_272.jpg; -0.26994;0;0;2.752.274
C:\Data\IMG\center_2022_03_04_22_41_00_376.jpg; C:\Data\IMG\left_2022_03_04_22_41_00_376.jpg; C:\Data\IMG\right_2022_03_04_22_41_00_376.jpg;0;0;0;2.724.035
C:\Data\IMG\center_2022_03_04_22_41_00_478.jpg; C:\Data\IMG\left_2022_03_04_22_41_00_478.jpg; C:\Data\IMG\right_2022_03_04_22_41_00_478.jpg; -0.1811505;0;0;2.695.808
C:\Data\IMG\center_2022_03_04_22_41_00_579.jpg; C:\Data\IMG\left_2022_03_04_22_41_00_579.jpg; C:\Data\IMG\right_2022_03_04_22_41_00_579.jpg; -0.1446102;0;0;2.664.165
C:\Data\IMG\center_2022_03_04_22_41_00_680.jpg; C:\Data\IMG\left_2022_03_04_22_41_00_680.jpg; C:\Data\IMG\right_2022_03_04_22_41_00_680.jpg; -0.1186275;0;0;2.637.133
